asin,content,date,rate,reviewer,title
B00APAQSP6," 'bLamp is good, the colours options are a nice touch and it's easy enough to control. I do have a few gripes:bWhile plugged in, there is a blue power LED that you cannot turn off. It turns red when you touch the lamp. Great, except it's very noticeable in a dark room. Right now I have a sock covering the whole thing, but it's annoying.No easy way to turn off the light from the lowest brightness setting. You have to tap the light twice going through the brighter outputs before cycling back to off. Can be a bit jarring on the eyes, and may disturb your bed partner.'Overall nice quality, but not the perfect bedside reading light I was hoping for.' ","Reviewed in Canada on January 4, 2017",3,Amazon Customer," 'Great lamp, maybe not for bedroom' "
B00APAQSP6," 'bDon't waste your money.Two major flaws in the design:'1) The touch sensor is very finicky - it often does not recognize touch at all, and you have to very consciously touch, re-touch, and touch again to get the lamp to operate. Pretty frustrating when your laying in bed trying to get the light to turn off.'b2) At night, when the room is dark, the blue power LED lights up the whole room like a night light. The only way to turn it off? Unplug the cord. Very annoying. Can't enjoy sleep. ","Reviewed in Canada on October 25, 2016",3,A. S., 'bStupid annoying design. Don't waste your money. 
B00APAQSP6," 'There are so many reviews in YouTube for this lamp already. It is a good lamp but I would not call it a Smart lamp as the brand claims it to be. It is a standard desk lamp with manual controls via tapping on the bottom. All claims on reviews are true about this lamp. I will just step on the things I have noticed.'1. Cord is short and for some reason, it is attached to the side of the lamp rather than directly at the back of the brand name.'2. Blue standby light is not as bright as some people claim it to be.'3. Dust somehow sticks to the white side of the lamp. Better get a good wipe and place it on the desk to avoid this.'4. Touch side of lamp is sensitive to touch. Even slightest touch activates it.'5. Would appreciate it if BT capabilities were built in.'Overall the lamp was nice. It creates a nice ambiance to the room.' ","Reviewed in Canada on March 29, 2017",4,KitsuneDream, 'Good lamp' 
B00APAQSP6," 'bI've become a fan of this atmosphere lamp. Its simplistic design is eye catching yet subtle, not to mention the light is bright and can be customized.The build is high quality - definitely what I was expecting at this price point. A metal base that is touch sensitive and high quality hard plastic for the upper shell. Easily bright enough for a bedside lamp or to add ambience to a room. The entire metal base is one button, you can touch anywhere to change brightness or modes.'bThe colour changing mode requires a long press and then slowly cycles through the colours. It'd be very nice to add to a room but not as the sole light source. You can give it another touch when on the colour cycle to choose which colour you'd like it to stay on putting you in control. The only downside to this is that it does cycle pretty slowly, so if you miss the exact shade you're looking for you'll be waiting another 30 seconds or so for it to come around again.bOverall this would be great as a gift for a dorm, a teenager's room, or even as a desk lamp. I'm very pleased with the responsiveness of this lamp and the ability to customize which colour you'd like.This product was provided for review purposes, I have only promised my unbiased and honest opinion.' ","Reviewed in Canada on August 11, 2016",5,Mr. A," 'Sturdy lamp, suitable for many different settings' "
B00APAQSP6," 'bThe lamp is awesome. The touch feature is a great feature and works really well. The brightness levels are really good. It has more of a warm white vs blue light, so it's better for night time.The downside to the lamp is there is an after glow. Rather, the small blue indicator light that lets you know that the lamp is plugged in, causes a blue glow after the light has been turned off. For me, I prefer to sleep in total darkness, so having a lamp that glowed, I felt my sleeping was disturbed. I actually returned the product since I found it harder to sleep.' ","Reviewed in Canada on July 12, 2016",4,johnnybyup," 'Great Lamp, but....' "
B00APAQSP6," ' Purchased 2, for bedside nightstands, and at full brightness they are bright enough to illuminate the entire room.'The color mode is a nice touch at well.'Tap and hold the touch area for 2 seconds (while the lamp is on or off) to switch on the alternating colors. The lamp can be stopped at a specific color by a single tap. Tap again to resume or hold for 2 seconds to exit the color mode.' ","Reviewed in Canada on September 23, 2017",5,Rob Rish, 'Great product' 
B00APAQSP6," 'I had to change my review on this.'Initially 5 starts, now down to 2.'Initially, it was perfect.'Now, it just constantly turns on and off for no reason.'It has a mind of its own so I have to keep it unplugged if I m not using it.'Super annoying.'Not to mention it looks sleek and works great!' ","Reviewed in Canada on August 3, 2016",2,MidLifeChristmas, 'Was great...not anymore' 
B00APAQSP6," 'bBought this light for my 7 year old's room. The brightest light is good to read with at night and the dimmest is great as a nightlight for him as he gets scared of the dark sometimes. He enjoys the changing colored lights mode too. It is good quality, good price, nice sleek design, easy to use. Recommended. ","Reviewed in Canada on March 28, 2016",5,BookWorm, 'Great Light' 
B00APAQSP6," 'maybe i completely misunderstood the manual. but it seems to me that ..... the dimmer feature is not continuous. and the touch sensitivity is limited to tapping. which switches between three discrete levels: bright, brighter and super-bright. ie. it\'s impossible to set it dim enough for a night light or nursing light, which is what we wanted it for. Plus, you have to cycle through the colours to turn the lamp off?! That\'s nuts. And the colours are not attractive btw.' ","Reviewed in Canada on January 4, 2017",1,Misnoma, 'dimming function is not what it seems' 
B00APAQSP6," 'bQualit prix int ressant : Look, solidit , luminosit etc ont rendu l'achat satisfaisant. ","Reviewed in Canada on June 3, 2019",5,Andr Mazerolle, 'Qualit /prix int ressant' 
B00APAQSP6, 'bGreat desk lamp with various brightness settings and a dimmer. I love the USB port on the side as well. Would definitely recommend this to anyone looking for a desk lamp that doesn't take up a lot of space and does the job! Shipping didn't take too long either. ,"Reviewed in Canada on January 25, 2017",4,Chloe, 'Great desk lamp with various brightness settings and a dimmer' 
B00APAQSP6, 'Good for price' ,"Reviewed in Canada on January 8, 2019",4,Saeed , 'bGood it's okay 
B00APAQSP6," 'Sensitive about lighting? Adjust brightness and quality to match task or mood. If they made a tv ad about this product it would say something like get the future of lighting, today.\'\' Yup. Oh yeah.' ","Reviewed in Canada on February 21, 2015",5,DY from Stoon, 'Buy this light' 
B00APAQSP6, 'Beautiful lamp.' ,"Reviewed in Canada on October 13, 2019",5,Chris, 'Amazing' 
B00APAQSP6," 'I love the adjusted level of the light and light modes. It is tall as my 24-inch monitor. The LED light is stable, no blink, and combined with white and yellow lights. it is very suitable for either reading and relaxing. I recommend this lamp for students.' ","Reviewed in Canada on January 28, 2016",5,suriya jirasatitsin, 'High quality and performance' 
B00APAQSP6," 'bGreat product. I had it for about a month now and I can tell you that if you are looking for a decently priced yet powerful product, do not go anywhere else. It is great for all types of use from reading to video recording. I highly recommend it, you won't be disappointed. ","Reviewed in Canada on June 1, 2015",5,Valentin Saccardo, 'Great product. I had it for about a month ...' 
B00APAQSP6, 'Its really good' ,"Reviewed in Canada on March 16, 2019",5,sashie, 'I like it' 
B00APAQSP6, 'I bought one for each of my children for their desks to do their homework. Really nice to have different settings and different light tones. Works well to light up work spaces without heating up the space or have a glare in eyes.' ,"Reviewed in Canada on October 3, 2017",5,Jade, 'Great lamp for homework desk' 
B00APAQSP6, 'I like all the different modes and the difference in lighting colors and the timer is helpful and its flexibility to different positions' ,"Reviewed in Canada on December 24, 2019",5,Amazon Customer, 'great design with many options' 
B00APAQSP6, 'Very good quality.' ,"Reviewed in Canada on May 2, 2018",5,Rene Audet, 'Five Stars' 
B00APAQSP6, 'Great quality and great service.' ,"Reviewed in Canada on February 10, 2017",5,Amazon Customer, 'Five Stars' 
B00APAQSP6, 'It s very bright! I love it' ,"Reviewed in Canada on April 22, 2018",5,Diegonorris, 'I love it' 
B00APAQSP6, 'Beautiful lamp and works great! Fits right in with my decor. Soft light easy on the eyes.'Totally pleased' ,"Reviewed in Canada on August 18, 2017",5,Amazon Customer, 'Five Stars' 
B00APAQSP6," 'Multiple fonction and feature. I am realy please about this product,' ","Reviewed in Canada on August 26, 2018",5,maxime, 'Very impressed' 
B00APAQSP6," 'solid product, no complaints, lighting controls feel very smooth. 24 month warranty takes care of my other concerns.' ","Reviewed in Canada on December 27, 2016",5,Tony," 'solid product, no complaints' "
B00APAQSP6, 'Good desk lamp! Nice design.' ,"Reviewed in Canada on March 8, 2017",5,Phong Tran, 'Good desk lamp' 
B00APAQSP6, 'bJe l'ai donne en cadeau de f te ma petite fille. ,"Reviewed in Canada on October 29, 2018",5,Danielle Tr panier, 'Tr s satisfaite. De bonne qualit .' 
B00APAQSP6," 'bI actually like it, but not for it's intended use. I wouldn't use it it as a bedside lamp. You don't really want all the colours at your bedside, and the solid light it is too white, it should be a warm white/yellow (2700k)bAnyways, I put it on my computer desk and it makes the perfect holder to put my Sennheiser HD598 headphones. I keep the changing colour LED on and I've gotten compliments on it. ","Reviewed in Canada on September 16, 2016",4,Amazon Customer," 'I like it, but not for its intended use.' "
B00APAQSP6," 'It s great, I love it!' ","Reviewed in Canada on February 8, 2019",5,Phoebe Tsui, 'Desk Lamp' 
B00APAQSP6, 'Love it! Has many features on it that ate very nice in a desk lamp. The brightess light on it is like daylight!' ,"Reviewed in Canada on December 28, 2016",5,Charlene Read, 'Love it! Has many features on it that ate ...' 
B00APAQSP6," 'This is a really cool lamp. Short taps cycle through the expected off-low-medium-high light cycle. Holding your finger on the lamp for a couple of seconds allows you to enter the disco zone with slowly alternating colours. It\'s very cool. The only small niggle I have with this lamp and the reason I\'m not giving it five stars is that there is a blue LED that is illuminated when the lamp is off. I wanted to use this lamp in my bedroom, but in a dark room the LED has the effect of illuminating the entire lamp with a very faint blue light. It\'s enough that I am aware of it when I wake up at three in the morning. I want my bedroom to be pitch black and free of LEDs. So, I had to move this lamp to a different part of the house.' ","Reviewed in Canada on October 7, 2017",4,Amazon Customer, 'Super cool lamp -- but not perfect for the bedroom' 
B00APAQSP6," 'bThe lamp is alright. However, I agree with the comments about the touch controls being more difficult than they should be. If you prefer a dark room at night the entire lamp glows blue faintly and is noticeable when powered off. Radioactive? Ha, just kidding folks! I decided to use this lamp at my work desk, it serves better there than at bedside. That's not to say it's ideal for a desk. This is more a stylized item then super practical. So if fun and casual is your aim, pick this up. For practicality, maybe a future version addressing these issues will suit needs better. ","Reviewed in Canada on April 28, 2017",3,SD, 'it serves better at a table than bedside' 
B00APAQSP6," 'bThis is the future, who thought we would have something like this? I put my lamp away and now I use this as my lamp. It looks a lot more cleaner, and more minimal. It has tons of colours, and goes pretty bright. The pricing is great too. It says it will last for 35,000 hours, and that is a lot time. I really do recommend this to people, since it really a nice touch to have in your room. I use it in my YouTube videos, as it gives a nice touch and really adds the right amount of colour. I'm buying one for my grandparents since it would help them a lot, The bottom portion has a metal fell, and when it's cold it is cool to the touch, which feels really nice. ","Reviewed in Canada on October 30, 2016",5,Razaq, 'My go to lamp!' 
B00APAQSP6," 'I was looking for a dimmable lamp for my room. Although this product has 3 brightness settings, its not really dimmable. I found even the lowest setting was too bright for the evenings. The colours are a novelty, not something I would use regularly.' ","Reviewed in Canada on May 3, 2017",2,R Wallace, 'Not impressed' 
B00APAQSP6," 'Fun lamp. Very responsive to touch. Only thing to consider is that this lamp has no shade, so you stare right into the light source, so it can be a little bit in your face. It is very compact though.' ","Reviewed in Canada on June 10, 2016",4,V8RWD, 'Fun lamp. Very responsive to touch' 
B00APAQSP6," 'Great Product. Has three levels of light, which is very bright. I would recomend getting this product. For something of its size it sure is bright.' ","Reviewed in Canada on July 1, 2016",5,THof, 'Great Product' 
B00APAQSP6," 'Did not work. Purchased off Amazon based on reviews. Did not realize they were reviews based on lamps provided for free for a review. Plugs in, blue LED lights up but touch function does not work. Lamp does not turn on. Returned for refund.' ","Reviewed in Canada on October 31, 2016",1,R, 'Did not work. Purchased off Amazon based on reviews ...' 
B00APAQSP6, 'It is WAY too easy to turn on in the middle of the night when reaching for things.' ,"Reviewed in Canada on September 11, 2016",3,Mama Zed, 'bS'alright 
B00APAQSP6," 'Beautiful, elegant and well built.' ","Reviewed in Canada on February 25, 2016",5,Ziad, 'Happy with it' 
B00APAQSP6, 'bThe two kinds of white LEDs provide different blends of light and that is a nice feature. I connected the lamp to my computer's external battery (UPS) so now I have light on my office desk in case of a power outage. ,"Reviewed in Canada on June 3, 2015",5,Nicolas Pellemans, 'Very well-designed product' 
B00APAQSP6, 'Ok' ,"Reviewed in Canada on June 9, 2019",5,steve t, 'Good value' 
B00APAQSP6, 'Great lamp.It works great and gives off great light.' ,"Reviewed in Canada on February 7, 2018",5,Shawn Murphy, 'Great lamp. It works great and gives off great ...' 
B00APAQSP6, 'br pond a mes besoins et tr s diversifi comme choix d'ambiance ,"Reviewed in Canada on January 4, 2018",5,mezam, 'Five Stars' 
B00APAQSP6," 'I definitely would recommend. I use it for gaming to reduce likelihood of headaches and eye strain, giving me longer sessions! Love being able to adjust the colour temperature to match the ambient lighting in my room.' ","Reviewed in Canada on October 30, 2016",5,CORE461, 'Excellent lamp!' 
B00APAQSP6, 'Love this light. It is better then I was expecting. Perfect for a bedside light or a desk.' ,"Reviewed in Canada on January 16, 2018",5,Susan Cullen, 'Five Stars' 
